no,gu,X,Y
WF205024,은평구,126.90419,37.604675
WF205025,은평구,126.90419,37.604675
WF205026,은평구,126.90419,37.604675
WF205027,은평구,126.90419,37.604675
WF205028,은평구,126.90419,37.604675
WF205029,은평구,126.90419,37.604675
WF205030,중구,126.97481,37.55965
WF205031,중구,126.97501,37.56008
WF205032,중구,126.97564,37.560024
WF205050,중구,126.97429,37.564545
WF205051,중구,126.978355,37.56689
WF205052,중구,126.978355,37.56689
WF205053,중구,126.9729,37.56405
WF205054,중구,126.9729,37.56405
WF205055,중구,126.9729,37.56405
WF205056,중구,126.9729,37.56405
WF205057,중구,126.9729,37.56405
WF205100,중구,126.97843,37.566704
WF205101,중구,126.97843,37.566704
WF205102,중구,126.97843,37.566704
WF205103,중구,126.97843,37.566704
WF205104,중구,126.97843,37.566704
WF205105,중구,126.97843,37.566704
WF205106,중구,126.97843,37.566704
WF205107,중구,126.97843,37.566704
WF205108,중구,126.97843,37.566704
WF205109,중구,126.97843,37.566704
WF205110,중구,126.97843,37.566704
WF205111,중구,126.97843,37.566704
WF205112,중구,126.97843,37.566704
WF205113,중구,126.97843,37.566704
WF205114,중구,126.97843,37.566704
WF205115,중구,126.97843,37.566704
WF205116,중구,126.97843,37.566704
WF205117,중구,126.97843,37.566704
WF205118,중구,126.97843,37.566704
WF205119,중구,126.97843,37.566704
WF205120,중구,126.97843,37.566704
WF205121,중구,126.97843,37.566704
WF205122,중구,126.97843,37.566704
WF205123,중구,126.97843,37.566704
WF205124,중구,126.97843,37.566704
WF205125,중구,126.97843,37.566704
WF205126,중구,126.97843,37.566704
WF205127,중구,126.97843,37.566704
WF205128,중구,126.97843,37.566704
WF205129,중구,126.97843,37.566704
WF205130,중구,126.97843,37.566704
WF205131,중구,126.97843,37.566704
WF205132,중구,126.97843,37.566704
WF205133,중구,126.97843,37.566704
WF205134,중구,126.97843,37.566704
WF205135,중구,126.97843,37.566704
WF205136,중구,126.97843,37.566704
WF210001,동작구,126.91688,37.490253
WF210002,관악구,126.91326,37.46757
WF210003,중구,126.978355,37.56689
WF210004,동작구,126.91688,37.490253
WF210005,동작구,126.91688,37.490253
WF210006,동작구,126.91688,37.490253
WF210007,동작구,126.91688,37.490253
WF210010,금천구,126.916504,37.450092
WF210011,금천구,126.916504,37.450092
WF210012,금천구,126.916504,37.450092
WF210013,금천구,126.916504,37.450092
WF210014,금천구,126.916504,37.450092
WF210015,금천구,126.916504,37.450092
WF210016,금천구,126.916504,37.450092
WF210017,금천구,126.916504,37.450092
WF210018,금천구,126.916504,37.450092
WF210019,금천구,126.916504,37.450092
WF210036,양천구,126.86808,37.51826
WF210801,도봉구,127.030334,37.663216
WF210802,도봉구,127.030334,37.663216
WF210803,도봉구,127.030334,37.663216
WF210804,도봉구,127.030334,37.663216
WF210805,도봉구,127.030334,37.663216
WF210806,도봉구,127.030334,37.663216
WF210807,도봉구,127.030334,37.663216
WF210808,도봉구,127.030334,37.663216
WF210809,도봉구,127.030334,37.663216
WN000630,도봉구,127.047066,37.66916
WN000632,도봉구,127.047066,37.66916
WN000634,도봉구,127.047066,37.66916
WN000635,도봉구,127.047066,37.66916
WN000636,도봉구,127.047066,37.66916
WN000637,도봉구,127.047066,37.66916
WN000638,도봉구,127.047066,37.66916
WN000640,도봉구,127.047066,37.66916
WN000641,도봉구,127.047066,37.66916
WN000642,도봉구,127.047066,37.66916
WN000644,도봉구,127.047066,37.66916
WN000646,도봉구,127.047066,37.66916
WN000647,도봉구,127.047066,37.66916
WN000648,도봉구,127.047066,37.66916
WN000649,도봉구,127.047066,37.66916
WN000651,도봉구,127.047066,37.66916
WN000652,도봉구,127.047066,37.66916
WN000653,도봉구,127.047066,37.66916
WN000654,도봉구,127.047066,37.66916
WN000655,도봉구,127.047066,37.66916
WN000656,도봉구,127.047066,37.66916
WN000657,도봉구,127.047066,37.66916
WN000658,도봉구,127.047066,37.66916
WN000659,도봉구,127.047066,37.66916
WN000660,도봉구,127.047066,37.66916
WN000661,도봉구,127.047066,37.66916
WN000662,도봉구,127.047066,37.66916
WN000663,도봉구,127.047066,37.66916
WN000664,도봉구,127.047066,37.66916
WN000665,도봉구,127.047066,37.66916
WN000666,도봉구,127.047066,37.66916
WN000667,도봉구,127.047066,37.66916
WN000668,도봉구,127.047066,37.66916
WN000669,도봉구,127.047066,37.66916
WN000670,도봉구,127.047066,37.66916
WN000671,도봉구,127.047066,37.66916
WN000672,도봉구,127.047066,37.66916
WN000673,도봉구,127.047066,37.66916
WN000674,도봉구,127.047066,37.66916
WN000675,도봉구,127.047066,37.66916
WN000676,도봉구,127.047066,37.66916
WN000677,도봉구,127.047066,37.66916
WN000678,도봉구,127.047066,37.66916
WN000679,도봉구,127.047066,37.66916
WN000680,도봉구,127.047066,37.66916
WN000681,도봉구,127.047066,37.66916
WN000682,도봉구,127.047066,37.66916
WN000683,도봉구,127.047066,37.66916
WN000684,도봉구,127.047066,37.66916
WN000685,도봉구,127.04713,37.66876
WN000686,도봉구,127.04718,37.668774
WN000687,도봉구,127.047066,37.66916
WN000688,도봉구,127.04714,37.668724
WN000689,도봉구,127.047066,37.66916
WN000690,도봉구,127.047066,37.66916
WN000691,도봉구,127.04746,37.668686
WN000692,도봉구,127.04675,37.66896
WN000693,도봉구,127.046745,37.669
WN000694,도봉구,127.046745,37.669
WN000695,도봉구,127.04673,37.66897
WN000696,도봉구,127.047066,37.66916
WN000697,도봉구,127.047066,37.66916
WN000698,도봉구,127.047066,37.66916
WN000699,도봉구,127.047066,37.66916
WN000700,도봉구,127.04655,37.668877
WN000701,도봉구,127.046715,37.668976
WN000702,도봉구,127.047066,37.66916
WN000704,도봉구,127.046715,37.668983
WN000705,도봉구,127.047066,37.66916
WN000706,도봉구,127.047066,37.66916
WN000707,도봉구,127.047066,37.66916
WN000708,도봉구,127.047066,37.66916
WN000709,도봉구,127.047066,37.66916
WN000710,도봉구,127.047066,37.66916
WN000711,도봉구,127.047066,37.66916
WN000712,도봉구,127.047066,37.66916
WN000726,도봉구,127.02785,37.662193
WN000729,도봉구,127.035706,37.649776
WN000730,도봉구,127.03716,37.646633
WN000731,도봉구,127.023796,37.660103
WN003794,성동구,127.03686,37.562862
WN003795,성동구,127.03686,37.562862
WN003796,성동구,127.03686,37.562862
WN003797,성동구,127.03686,37.562862
WN003798,성동구,127.03686,37.562862
WN003799,성동구,127.03686,37.562862
WN003800,성동구,127.03686,37.562862
WN003801,성동구,127.03686,37.562862
WN003802,성동구,127.05555,37.56406
WN003803,성동구,127.05555,37.56406
WN003804,성동구,127.06734,37.554474
WN003805,성동구,127.06734,37.554474
WN003806,성동구,127.05527,37.54822
WN003807,성동구,127.05527,37.54822
WN003808,성동구,127.05407,37.539593
WN003809,성동구,127.05407,37.539593
WN003810,성동구,127.044266,37.546375
WN003811,성동구,127.044266,37.546375
WN003812,성동구,127.0497,37.54204
WN003813,성동구,127.0497,37.54204
WN003814,성동구,127.013466,37.543716
WN003815,성동구,127.013466,37.543716
WN003816,성동구,127.022385,37.5472
WN003817,성동구,127.022385,37.5472
WN003818,성동구,127.02086,37.55319
WN003819,성동구,127.02086,37.55319
WN003820,성동구,127.02086,37.55319
WN003821,성동구,127.02164,37.5549
WN003822,성동구,127.02164,37.5549
WN003823,성동구,127.03344,37.553165
WN003824,성동구,127.03344,37.553165
WN003825,성동구,127.0304,37.55821
WN003826,성동구,127.0304,37.55821
WN003827,성동구,127.0304,37.558567
WN003828,성동구,127.0304,37.558567
WN003829,성동구,127.0304,37.558567
WN003830,성동구,127.0304,37.558567
WN003831,성동구,127.0304,37.558567
WN003832,성동구,127.0304,37.558567
WN003833,성동구,127.0304,37.558567
WN003834,성동구,127.0304,37.558567
WN003835,성동구,127.0304,37.558567
WN003836,성동구,127.0304,37.558567
WN003837,성동구,127.0304,37.558567
WN003838,성동구,127.0304,37.558567
WN003839,성동구,127.0304,37.558567
WN003840,성동구,127.0304,37.558567
WN003841,성동구,127.0304,37.558567
WN003842,성동구,127.0304,37.558567
WN003843,성동구,127.0304,37.558567
WN003844,성동구,127.0304,37.558567
WN003845,성동구,127.0304,37.558567
WN003846,성동구,127.0304,37.558567
WN003847,성동구,127.0304,37.56122
WN003848,성동구,127.0304,37.56122
WN003849,성동구,127.0304,37.566326
WN003850,성동구,127.0304,37.561054
WN003851,성동구,127.02556,37.567753
WN003852,성동구,127.02556,37.567753
WN003853,성동구,127.02556,37.567753
WN003854,성동구,127.02556,37.567753
WN003855,성동구,127.03682,37.563457
WN003856,성동구,127.03682,37.563457
WN003857,성동구,127.03682,37.563457
WN003858,성동구,127.03682,37.563457
WN003859,성동구,127.03682,37.563457
WN003860,성동구,127.03682,37.563457
WN003861,성동구,127.03682,37.563457
WN003862,성동구,127.03682,37.563457
WN003863,성동구,127.03682,37.563457
WN003864,성동구,127.03682,37.563457
WN003865,성동구,127.03682,37.563457
WN003866,성동구,127.03682,37.563457
WN003867,성동구,127.03682,37.563457
WN003868,성동구,127.03682,37.563457
WN003869,성동구,127.03682,37.563457
WN003870,성동구,127.03682,37.563457
WN003871,성동구,127.03682,37.563457
WN003872,성동구,127.03682,37.563457
WN003873,성동구,127.03682,37.563457
WN003874,성동구,127.03682,37.563457
WN003875,성동구,127.03682,37.563457
WN003876,성동구,127.03682,37.563457
WN003877,성동구,127.03682,37.563457
WN003878,성동구,127.03682,37.563457
WN003879,성동구,127.03682,37.563457
WN003880,성동구,127.03682,37.563457
WN003881,성동구,127.03682,37.563457
WN003882,성동구,127.03682,37.563457
WN003883,성동구,127.03682,37.563457
WN003884,성동구,127.03682,37.563457
WN003885,성동구,127.03682,37.563457
WN003886,성동구,127.03682,37.563457
WN003887,성동구,127.03682,37.563457
WN003888,성동구,127.03682,37.563457
WN003889,성동구,127.03682,37.563457
WN003890,성동구,127.03682,37.563457
WN003891,성동구,127.03682,37.563457
WN003892,성동구,127.03682,37.563457
WN003893,성동구,127.03682,37.563457
WN003894,성동구,127.03682,37.563457
WN003895,성동구,127.03682,37.563457
WN003896,성동구,127.03682,37.563457
WN003897,성동구,127.03682,37.563457
WN003898,성동구,127.03682,37.563457
WN003899,성동구,127.03682,37.563457
WN003900,성동구,127.03682,37.563457
WN003901,성동구,127.03682,37.563457
WN003902,성동구,127.03682,37.563457
WN003903,성동구,127.03682,37.563457
WN003904,성동구,127.03682,37.563457
WN003905,성동구,127.03682,37.563457
WN003906,성동구,127.03682,37.563457
WN003907,성동구,127.03682,37.563457
WN003908,성동구,127.03682,37.563457
WN003909,성동구,127.03682,37.563457
WN003910,성동구,127.03682,37.563457
WN003911,성동구,127.03682,37.563457
WN003912,성동구,127.03682,37.563457
WN003913,성동구,127.03682,37.563457
WN003914,성동구,127.03682,37.563457
WN003915,성동구,127.03682,37.563457
WN003916,성동구,127.03682,37.563457
WN003917,성동구,127.03682,37.563457
WN003918,성동구,127.03682,37.563457
WN003919,성동구,127.02518,37.54628
WN003920,성동구,127.02518,37.54628
WN003921,성동구,127.02518,37.54628
WN003922,성동구,127.02518,37.54628
WN003923,성동구,127.02518,37.54628
WN003924,성동구,127.02518,37.54628
WN003925,성동구,127.02518,37.54628
WN003926,성동구,127.02518,37.54628
WN003927,성동구,127.04601,37.541424
WN003928,성동구,127.04601,37.541424
WN003929,성동구,127.04601,37.541424
WN003930,성동구,127.04601,37.541424
WN003931,성동구,127.04601,37.541424
WN003932,성동구,127.04601,37.541424
WN003933,성동구,127.04601,37.541424
WN003934,성동구,127.04601,37.541424
WN003935,성동구,127.04601,37.541424
WN003936,성동구,127.04052,37.55492
WN003937,성동구,127.04052,37.55492
WN003938,성동구,127.04052,37.55492
WN003939,성동구,127.04052,37.55492
WN003940,성동구,127.04052,37.55492
WN003941,성동구,127.04052,37.55492
WN003942,성동구,127.04052,37.55492
WN003943,성동구,127.04052,37.55492
WN003944,성동구,127.04052,37.55492
WN003945,성동구,127.04052,37.55492
WN003946,성동구,127.04052,37.55492
WN003947,성동구,127.04052,37.55492
WN003949,성동구,127.01929,37.554493
WN003950,성동구,127.01929,37.554493
WN003951,성동구,127.01929,37.554493
WN003951-1,성동구,127.01929,37.554493
WN003952,성동구,127.01929,37.554493
WN003953,성동구,127.01929,37.554493
WN003958,성동구,127.01929,37.554493
WN003959,성동구,127.01929,37.554493
WN003960,성동구,127.01929,37.554493
WN003961,성동구,127.01929,37.554493
WN003962,성동구,127.03682,37.563457
WN003963,성동구,127.03682,37.563457
WN003964,성동구,127.03682,37.563457
WN003966,성동구,127.0304,37.56122
WN003967,성동구,127.03617,37.558514
WN003968,성동구,127.03617,37.558514
WN003969,성동구,127.03617,37.558514
WN003970,성동구,127.044266,37.546375
WN003971,성동구,127.044266,37.546375
WN003972,성동구,127.044266,37.546375
WN003973,성동구,127.044266,37.546375
WN003974,성동구,127.044266,37.546375
WN003975,성동구,127.044266,37.546375
WN003976,성동구,127.044266,37.546375
WN003977,성동구,127.044266,37.546375
WN003978,성동구,127.044266,37.546375
WN003979,성동구,127.04777,37.54765
WN003980,성동구,127.04777,37.54765
WN003981,성동구,127.04777,37.54765
WN003982,성동구,127.04777,37.54765
WN003983,성동구,127.033165,37.56716
WN003984,성동구,127.033165,37.56716
WN003985,성동구,127.033165,37.56716
WN003986,성동구,127.033165,37.56716
WN003987,성동구,127.033165,37.56716
WN003988,성동구,127.033165,37.56716
WN003989,성동구,127.033165,37.56716
WN003990,성동구,127.05335,37.548183
WN003991,성동구,127.05335,37.548183
WN003992,성동구,127.05335,37.548183
WN003993,성동구,127.05335,37.548183
WN003994,성동구,127.05335,37.548183
WN003995,성동구,127.05335,37.548183
WN003996,성동구,127.05335,37.548183
WN003997,성동구,127.05335,37.548183
WN003998,성동구,127.05335,37.548183
WN003999,성동구,127.05335,37.548183
WN004000,성동구,127.05335,37.548183
WN004001,성동구,127.05335,37.548183
WN004002,성동구,127.05335,37.548183
WN004003,성동구,127.05335,37.548183
WN004004,성동구,127.05335,37.548183
WN004005,성동구,127.05335,37.548183
WN004012,성동구,127.04694,37.545372
WN004013,성동구,127.04694,37.545372
WN004014,성동구,127.04694,37.545372
WN004015,성동구,127.04693,37.54537
WN004016,성동구,127.04693,37.54537
WN004017,성동구,127.04693,37.54537
WN004018,성동구,127.017235,37.54119
WN004019,성동구,127.05123,37.54612
WN004020,성동구,127.05123,37.54612
WN004028,성동구,127.02556,37.567753
WN004029,성동구,127.02556,37.567753
WN004030,성동구,127.02556,37.567753
WN004031,성동구,127.02556,37.567753
WN004032,성동구,127.02556,37.567753
WN004033,성동구,127.02556,37.567753
WN004034,성동구,127.02556,37.567753
WN004035,성동구,127.02556,37.567753
WN004036,성동구,127.02556,37.567753
WN004057,성동구,127.04693,37.54537
WN004058,성동구,127.04693,37.54537
WN004059,성동구,127.04693,37.54537
WN004060,성동구,127.04693,37.54537
WN004061,성동구,127.02487,37.554066
WN004062,성동구,127.02487,37.554066
WN004063,성동구,127.02487,37.554066
WN004468,영등포구,126.91725,37.523663
WN004469,영등포구,126.91725,37.523663
WN004470,영등포구,126.91715,37.522816
WN004471,영등포구,126.91715,37.522816
WN004472,영등포구,126.918045,37.522408
WN004473,영등포구,126.918045,37.522408
WN004474,영등포구,126.919044,37.52327
WN004475,영등포구,126.91919,37.52322
WN004476,영등포구,126.91919,37.52322
WN004477,영등포구,126.92109,37.524372
WN004478,영등포구,126.92109,37.524372
WN004479,영등포구,126.92145,37.524563
WN004480,영등포구,126.92371,37.525837
WN004481,영등포구,126.92371,37.525837
WN004482,영등포구,126.9232,37.526318
WN004483,영등포구,126.9232,37.526318
WN004484,영등포구,126.92484,37.526806
WN004485,영등포구,126.92484,37.526806
WN004486,영등포구,126.92484,37.527073
WN004487,영등포구,126.92484,37.527073
WN004488,영등포구,126.925995,37.527657
WN004489,영등포구,126.925995,37.527657
WN004490,영등포구,126.92647,37.5276
WN004491,영등포구,126.92647,37.5276
WN004492,영등포구,126.928,37.528633
WN004493,영등포구,126.928,37.528633
WN004494,영등포구,126.92693,37.52892
WN004495,영등포구,126.92693,37.52892
WN004496,영등포구,126.926895,37.528576
WN004497,영등포구,126.925476,37.528107
WN004498,영등포구,126.925476,37.528107
WN004499,영등포구,126.92452,37.52804
WN004500,영등포구,126.92452,37.52804
WN004501,영등포구,126.92251,37.526817
WN004502,영등포구,126.92259,37.52679
WN004503,영등포구,126.92259,37.52679
WN004504,영등포구,126.922874,37.526333
WN004505,영등포구,126.922874,37.526333
WN004506,영등포구,126.921104,37.525826
WN004507,영등포구,126.921104,37.525826
WN004508,영등포구,126.9218,37.525234
WN004509,영등포구,126.9218,37.525234
WN004510,영등포구,126.9218,37.525234
WN004511,영등포구,126.92044,37.52553
WN004512,영등포구,126.91922,37.52475
WN004513,영등포구,126.91922,37.52475
WN004514,영등포구,126.91922,37.52475
WN004515,영등포구,126.91893,37.524246
WN004516,영등포구,126.91893,37.524246
WN004517,영등포구,126.91809,37.52337
WN004518,영등포구,126.91809,37.52337
WN004519,영등포구,126.9271,37.52971
WN004520,마포구,126.87664,37.572144
WN004521,마포구,126.87664,37.572144
WN004522,마포구,126.87664,37.572144
WN004523,마포구,126.87664,37.572144
WN004524,마포구,126.87864,37.574436
WN004525,마포구,126.87864,37.574436
WN004526,마포구,126.87864,37.574436
WN004527,마포구,126.87864,37.574436
WN004528,마포구,126.87319,37.573524
WN004529,마포구,126.87319,37.573524
WN004530,마포구,126.87319,37.573524
WN004531,마포구,126.87319,37.573524
WN004532,마포구,126.88721,37.572273
WN004533,마포구,126.88721,37.572273
WN004534,마포구,126.88721,37.572273
WN004535,마포구,126.88326,37.57426
WN004536,마포구,126.88193,37.575165
WN004537,마포구,126.88202,37.575466
WN004538,마포구,126.88493,37.57344
WN004539,마포구,126.88408,37.573452
WN004540,마포구,126.88408,37.573452
WN004541,마포구,126.88493,37.57344
WN004542,마포구,126.88202,37.575466
WN004543,마포구,126.88326,37.57426
WN190001,도봉구,127.02223,37.660904
WN190002,도봉구,127.032486,37.64683
WN190003,도봉구,127.02884,37.644444
WN190004,도봉구,127.0397,37.670395
WN190005,도봉구,127.04103,37.67056
WN190006,도봉구,127.04857,37.667545
WN190007,도봉구,127.04807,37.668114
WN190008,도봉구,127.04807,37.668114
WN190009,도봉구,127.03602,37.641113
WN190010,도봉구,127.02179,37.66105
WN190011,도봉구,127.022095,37.660473
WN200001,용산구,126.984436,37.520863
WN200002,용산구,126.98432,37.521442
WN200003,용산구,126.98432,37.521442
WN200004,용산구,126.98424,37.52355
WN200005,용산구,126.983604,37.52373
WN200006,용산구,126.98413,37.522858
WN200007,용산구,126.98378,37.522545
WN200008,용산구,126.98349,37.52177
WN200009,용산구,126.98289,37.521866
WN200010,종로구,127.00872,37.580597
WN200011,종로구,127.00872,37.580597
WN200012,종로구,127.00708,37.58042
WN200013,종로구,127.00684,37.5819
WN200014,종로구,127.0075,37.58164
WN200029,서초구,127.03704,37.469975
WN200030,서초구,127.03691,37.471737
WN200031,서초구,127.036285,37.4703
WN200032,서초구,127.03691,37.471737
WN200033,서초구,127.035225,37.47204
WN200034,서초구,127.035805,37.47192
WN200035,서초구,127.037,37.470665
WN200036,서초구,127.035095,37.469707
WN200037,서초구,127.03565,37.46931
WN200038,서초구,127.036514,37.471085
WN200039,서초구,127.035805,37.47192
WN200040,서초구,127.03441,37.470932
WN200041,서초구,127.03529,37.471684
WN200042,서초구,127.036285,37.4703
WN200043,서초구,127.03758,37.46726
WN200044,강남구,127.11436,37.475254
WN200045,강남구,127.11365,37.472378
WN200046,강남구,127.11481,37.47635
WN200047,강남구,127.11594,37.472412
WN200048,강남구,127.115814,37.47357
WN200049,강남구,127.11481,37.47635
WN200050,강남구,127.11719,37.47383
WN200051,강남구,127.116,37.474506
WN200052,강남구,127.116,37.474506
WN200053,강남구,127.11719,37.47383
WN200054,강남구,127.11422,37.471226
WN200055,성동구,127.021225,37.55686
WN200056,성동구,127.02124,37.557316
WN200057,성동구,127.02188,37.558094
WN200058,성동구,127.02036,37.5563
WN200059,성동구,127.02191,37.55528
WN200060,성동구,127.02191,37.55528
WN200061,서초구,127.034706,37.47125
WN200062,강동구,127.126366,37.544086
WN200063,강동구,127.126366,37.544086
WN200064,강동구,127.15338,37.53907
YC010001,양천구,126.864426,37.527367
YC010002,양천구,126.873405,37.524925
YC010003,양천구,126.87696,37.524418
YC010004,양천구,126.87366,37.52754
YC010005,양천구,126.872826,37.5243
YC010006,양천구,126.87109,37.53032
YC010007,양천구,126.87109,37.53032
YC010008,양천구,126.87109,37.53032
YC010009,양천구,126.87783,37.52839
YC010010,양천구,126.87764,37.527573
YC010011,양천구,126.87224,37.52521
YC010012,양천구,126.87277,37.524338
YC010013,양천구,126.879295,37.518543
YC010014,양천구,126.88117,37.52894
YC010015,양천구,126.879295,37.526962
YC020001,양천구,126.8689,37.54266
YC020002,양천구,126.87207,37.546432
YC020003,양천구,126.87377,37.546272
YC020004,양천구,126.87164,37.546124
YC020005,양천구,126.87164,37.546124
YC020006,양천구,126.87164,37.546124
YC020007,양천구,126.87955,37.546223
YC020008,양천구,126.86914,37.542923
YC020009,양천구,126.870094,37.539787
YC020010,양천구,126.873604,37.54472
YC020011,양천구,126.87978,37.54619
YC020012,양천구,126.873436,37.539936
YC020013,양천구,126.87692,37.542812
YC020014,양천구,126.87779,37.54344
YC020015,양천구,126.878395,37.543804
YC020016,양천구,126.87245,37.543297
YC030001,양천구,126.864265,37.54187
YC030002,양천구,126.8652,37.548153
YC030003,양천구,126.86553,37.548256
YC030004,양천구,126.86553,37.548256
YC030005,양천구,126.86444,37.544754
YC030006,양천구,126.86444,37.544754
YC030007,양천구,126.86444,37.544754
YC030008,양천구,126.86682,37.548004
YC030009,양천구,126.864494,37.54849
YC030010,양천구,126.865005,37.545208
YC030011,양천구,126.8654,37.549335
YC030012,양천구,126.86516,37.548454
YC030013,양천구,126.8639,37.54632
YC030014,양천구,126.86353,37.548832
YC030015,양천구,126.86594,37.54822
YC040001,양천구,126.86632,37.531612
YC040002,양천구,126.866196,37.537605
YC040003,양천구,126.867294,37.539272
YC040004,양천구,126.867294,37.539272
YC040005,양천구,126.867294,37.539272
YC040006,양천구,126.86835,37.53238
YC040007,양천구,126.86835,37.53238
YC040008,양천구,126.86835,37.53238
YC040009,양천구,126.86835,37.53238
YC040010,양천구,126.86922,37.536427
YC040011,양천구,126.86922,37.536427
YC040012,양천구,126.86922,37.536427
YC040013,양천구,126.86549,37.53896
YC040014,양천구,126.86549,37.53896
YC040015,양천구,126.86549,37.53896
YC040016,양천구,126.86549,37.53896
YC040017,양천구,126.86549,37.53896
YC040018,양천구,126.86549,37.53896
YC040019,양천구,126.86549,37.53896
YC040020,양천구,126.86833,37.536884
YC040021,양천구,126.86446,37.538723
YC050001,양천구,126.88444,37.536835
YC050002,양천구,126.88171,37.53715
YC050003,양천구,126.88171,37.53715
YC050004,양천구,126.88171,37.53715
YC050005,양천구,126.88171,37.53715
YC050006,양천구,126.88171,37.53715
YC050007,양천구,126.88171,37.53715
YC050008,양천구,126.88171,37.53715
YC050009,양천구,126.88171,37.53715
YC050010,양천구,126.88171,37.53715
YC050011,양천구,126.88171,37.53715
YC050012,양천구,126.88171,37.53715
YC050013,양천구,126.88171,37.53715
YC050014,양천구,126.88171,37.53715
YC050015,양천구,126.88171,37.53715
YC050016,양천구,126.88575,37.53827
YC050017,양천구,126.87857,37.535175
YC050018,양천구,126.87857,37.535175
YC050019,양천구,126.87857,37.535175
YC050020,양천구,126.876755,37.53399
YC050021,양천구,126.8777,37.534554
YC050022,양천구,126.876305,37.534897
YC050023,양천구,126.877014,37.534492
YC050024,양천구,126.87725,37.535805
YC050025,양천구,126.88547,37.540096
YC050026,양천구,126.88633,37.539288
YC050027,양천구,126.87841,37.52406
YC050028,양천구,126.88792,37.533066
YC050029,양천구,126.88346,37.543964
YC050030,양천구,126.88511,37.54119
YC050031,양천구,126.88474,37.541695
YC050032,양천구,126.88425,37.542736
YC060001,양천구,126.83105,37.53221
YC060002,양천구,126.8291,37.535843
YC060003,양천구,126.83479,37.5286
YC060004,양천구,126.836006,37.533005
YC060005,양천구,126.83222,37.532063
YC060006,양천구,126.83222,37.532063
YC060007,양천구,126.83222,37.532063
YC060008,양천구,126.83222,37.532063
YC060009,양천구,126.831505,37.53281
YC060010,양천구,126.831505,37.53281
YC060011,양천구,126.83176,37.531296
YC060012,양천구,126.83176,37.531296
YC060013,양천구,126.83176,37.531296
YC060014,양천구,126.83176,37.531296
YC060015,양천구,126.83176,37.531296
YC060016,양천구,126.83176,37.531296
YC060017,양천구,126.83176,37.531296
YC060018,양천구,126.83176,37.531296
YC060019,양천구,126.83176,37.531296
YC060020,양천구,126.83176,37.531296
YC060021,양천구,126.83176,37.531296
YC060022,양천구,126.83176,37.531296
YC060023,양천구,126.83582,37.531868
YC060024,양천구,126.83136,37.532566
YC070001,양천구,126.85176,37.521835
YC070002,양천구,126.84634,37.52149
YC070003,양천구,126.845695,37.522755
YC070004,양천구,126.84289,37.524117
YC070005,양천구,126.847374,37.52004
YC070006,양천구,126.847374,37.52004
YC070007,양천구,126.84491,37.526295
YC070008,양천구,126.84464,37.52499
YC070009,양천구,126.84464,37.52499
YC070010,양천구,126.84502,37.522053
YC080001,양천구,126.82679,37.534225
YC080002,양천구,126.82679,37.534225
YC080003,양천구,126.82679,37.534225
YC080004,양천구,126.82679,37.534225
YC080005,양천구,126.82679,37.534225
YC080006,양천구,126.82679,37.534225
YC080007,양천구,126.82679,37.534225
YC080008,양천구,126.82679,37.534225
YC080009,양천구,126.82679,37.534225
YC080010,양천구,126.830185,37.53125
YC080011,양천구,126.82785,37.533978
YC080012,양천구,126.8265,37.53379
YC080013,양천구,126.82622,37.533817
YC080014,양천구,126.82908,37.53362
YC080015,양천구,126.82908,37.53362
YC080016,양천구,126.82908,37.53362
YC080017,양천구,126.82908,37.53362
YC080018,양천구,126.8253,37.53519
YC080019,양천구,126.8253,37.53519
YC080020,양천구,126.8253,37.53519
YC080021,양천구,126.8253,37.53519
YC080022,양천구,126.8253,37.53519
YC090001,양천구,126.84189,37.521873
YC090002,양천구,126.8393,37.521282
YC090003,양천구,126.84137,37.521435
YC090004,양천구,126.8381,37.52212
YC090005,양천구,126.841934,37.518837
YC090006,양천구,126.84187,37.51932
YC090007,양천구,126.84007,37.524685
YC090008,양천구,126.84007,37.524685
YC090009,양천구,126.84007,37.524685
YC090010,양천구,126.82714,37.538624
YC090011,양천구,126.82714,37.538624
YC090012,양천구,126.82714,37.538624
YC090013,양천구,126.82714,37.538624
YC090014,양천구,126.82714,37.538624
YC090015,양천구,126.82714,37.538624
YC090016,양천구,126.84008,37.51863
YC090017,양천구,126.83849,37.524284
YC100001,양천구,126.827545,37.539158
YC100002,양천구,126.833855,37.5394
YC100003,양천구,126.82875,37.541546
YC100004,양천구,126.83146,37.538334
YC100005,양천구,126.82718,37.538536
YC100006,양천구,126.82718,37.538536
YC110001,양천구,126.84193,37.51787
YC110002,양천구,126.83645,37.515453
YC110003,양천구,126.840935,37.514523
YC110004,양천구,126.840935,37.514523
YC120001,양천구,126.83379,37.521767
YC120002,양천구,126.8372,37.518448
YC120003,양천구,126.83741,37.518032
YC120004,양천구,126.833534,37.523067
YC120005,양천구,126.83516,37.519714
YC120006,양천구,126.83426,37.520264
YC120007,양천구,126.83343,37.52282
YC120008,양천구,126.834694,37.521885
YC120009,양천구,126.834694,37.521885
YC120010,양천구,126.834694,37.521885
YC120011,양천구,126.83413,37.51721
YC120012,양천구,126.833244,37.51761
YC120013,양천구,126.83505,37.519844
YC120014,양천구,126.83505,37.519844
YC120015,양천구,126.83077,37.52181
YC120016,양천구,126.83124,37.522205
YC120017,양천구,126.826805,37.512848
YC120018,양천구,126.83614,37.520428
YC120019,양천구,126.836205,37.520855
